target,weight,source,type
208199,10,208147,Undirected
208223,3,208147,Undirected
208270,3,208147,Undirected
208285,1,208147,Undirected
208298,3,208147,Undirected
208308,1,208147,Undirected
208359,1,208147,Undirected
208460,3,208147,Undirected
208674,2,208147,Undirected
208799,1,208147,Undirected
208867,1,208147,Undirected
209024,2,208147,Undirected
209039,1,208147,Undirected
209048,1,208147,Undirected
209236,1,208147,Undirected
209347,1,208147,Undirected
209429,1,208147,Undirected
209576,1,208147,Undirected
210431,1,208147,Undirected
210462,1,208147,Undirected
210508,1,208147,Undirected
240615,1,208147,Undirected
240627,1,208147,Undirected
267944,1,208147,Undirected
268005,1,208147,Undirected
328790,1,208147,Undirected
208182,6,208148,Undirected
208195,6,208148,Undirected
208222,1,208148,Undirected
208246,5,208148,Undirected
208302,1,208148,Undirected
208381,1,208148,Undirected
208385,1,208148,Undirected
208408,2,208148,Undirected
208422,3,208148,Undirected
208525,2,208148,Undirected
208698,2,208148,Undirected
208791,1,208148,Undirected
209062,2,208148,Undirected
209310,1,208148,Undirected
209495,1,208148,Undirected
210066,1,208148,Undirected
208154,8,208149,Undirected
208167,15,208149,Undirected
208179,2,208149,Undirected
208226,7,208149,Undirected
208244,1,208149,Undirected
208304,3,208149,Undirected
208516,2,208149,Undirected
208529,4,208149,Undirected
208588,1,208149,Undirected
208648,1,208149,Undirected
208975,2,208149,Undirected
209055,2,208149,Undirected
209338,1,208149,Undirected
209388,1,208149,Undirected
209437,6,208149,Undirected
209735,1,208149,Undirected
209770,1,208149,Undirected
209808,1,208149,Undirected
210071,1,208149,Undirected
249651,1,208149,Undirected
249660,1,208149,Undirected
267972,1,208149,Undirected
352304,1,208149,Undirected
428088,1,208149,Undirected
430933,1,208149,Undirected
208224,2,208151,Undirected
208287,4,208151,Undirected
208296,2,208151,Undirected
208664,3,208151,Undirected
209160,1,208151,Undirected
209201,1,208151,Undirected
209577,1,208151,Undirected
209836,1,208151,Undirected
209886,1,208151,Undirected
209963,1,208151,Undirected
212889,1,208151,Undirected
213179,1,208151,Undirected
249230,1,208151,Undirected
287706,1,208151,Undirected
208168,1,208152,Undirected
208169,1,208152,Undirected
208196,3,208152,Undirected
208211,1,208152,Undirected
208230,2,208152,Undirected
208293,7,208152,Undirected
208476,1,208152,Undirected
208491,1,208152,Undirected
208694,1,208152,Undirected
208744,1,208152,Undirected
209205,1,208152,Undirected
209514,1,208152,Undirected
209839,1,208152,Undirected
209918,1,208152,Undirected
211200,1,208152,Undirected
356552,1,208152,Undirected
356589,1,208152,Undirected
208167,5,208154,Undirected
208179,1,208154,Undirected
208226,2,208154,Undirected
208258,3,208154,Undirected
208304,3,208154,Undirected
208347,5,208154,Undirected
208516,3,208154,Undirected
208529,3,208154,Undirected
208588,1,208154,Undirected
208648,1,208154,Undirected
208672,1,208154,Undirected
208784,1,208154,Undirected
208943,1,208154,Undirected
208966,1,208154,Undirected
209055,2,208154,Undirected
209330,1,208154,Undirected
209393,1,208154,Undirected
209437,1,208154,Undirected
209622,1,208154,Undirected
209703,1,208154,Undirected
209770,1,208154,Undirected
210071,1,208154,Undirected
272507,1,208154,Undirected
423977,1,208154,Undirected
208192,3,208155,Undirected
208350,1,208155,Undirected
208527,4,208155,Undirected
208910,2,208155,Undirected
209028,4,208155,Undirected
209069,4,208155,Undirected
209621,1,208155,Undirected
209993,2,208155,Undirected
268598,3,208155,Undirected
268609,3,208155,Undirected
268633,2,208155,Undirected
357797,1,208155,Undirected
208673,1,208156,Undirected
208725,3,208156,Undirected
208840,1,208156,Undirected
208933,2,208156,Undirected
209016,2,208156,Undirected
209125,1,208156,Undirected
209386,1,208156,Undirected
209561,1,208156,Undirected
209822,1,208156,Undirected
209854,1,208156,Undirected
210076,1,208156,Undirected
212190,1,208156,Undirected
212218,1,208156,Undirected
349223,1,208156,Undirected
359687,1,208156,Undirected
359727,1,208156,Undirected
208208,1,208157,Undirected
208255,3,208157,Undirected
208261,1,208157,Undirected
208337,3,208157,Undirected
208397,6,208157,Undirected
208534,1,208157,Undirected
208618,4,208157,Undirected
208657,3,208157,Undirected
208692,1,208157,Undirected
208789,3,208157,Undirected
208811,1,208157,Undirected
208844,1,208157,Undirected
208988,1,208157,Undirected
209057,1,208157,Undirected
209061,1,208157,Undirected
209076,1,208157,Undirected
209093,1,208157,Undirected
209110,1,208157,Undirected
209365,1,208157,Undirected
209387,1,208157,Undirected
209405,1,208157,Undirected
209487,1,208157,Undirected
209691,1,208157,Undirected
209704,1,208157,Undirected
209882,1,208157,Undirected
210026,1,208157,Undirected
266605,1,208157,Undirected
208176,2,208158,Undirected
208199,3,208158,Undirected
208209,1,208158,Undirected
208223,1,208158,Undirected
208270,18,208158,Undirected
208285,28,208158,Undirected
208298,2,208158,Undirected
208359,2,208158,Undirected
208470,5,208158,Undirected
208519,5,208158,Undirected
208674,2,208158,Undirected
208739,2,208158,Undirected
208799,2,208158,Undirected
208879,2,208158,Undirected
209191,2,208158,Undirected
209315,1,208158,Undirected
209407,2,208158,Undirected
209693,1,208158,Undirected
209887,1,208158,Undirected
209982,1,208158,Undirected
210053,1,208158,Undirected
210261,1,208158,Undirected
210290,2,208158,Undirected
210365,2,208158,Undirected
211020,2,208158,Undirected
211079,2,208158,Undirected
211631,2,208158,Undirected
211637,1,208158,Undirected
246855,3,208158,Undirected
249030,1,208158,Undirected
249061,1,208158,Undirected
249480,1,208158,Undirected
257702,1,208158,Undirected
257719,6,208158,Undirected
208224,1,208159,Undirected
208478,3,208159,Undirected
208758,1,208159,Undirected
208766,1,208159,Undirected
208767,3,208159,Undirected
208944,1,208159,Undirected
209165,1,208159,Undirected
209472,1,208159,Undirected
209516,1,208159,Undirected
209578,1,208159,Undirected
209867,1,208159,Undirected
209910,1,208159,Undirected
210077,1,208159,Undirected
208221,7,208160,Undirected
208322,3,208160,Undirected
208331,3,208160,Undirected
208348,3,208160,Undirected
211433,3,208160,Undirected
381405,2,208160,Undirected
381859,1,208160,Undirected
208200,15,208161,Undirected
208480,1,208161,Undirected
208683,3,208161,Undirected
209560,1,208161,Undirected
257696,1,208161,Undirected
208226,1,208163,Undirected
208233,2,208163,Undirected
208283,7,208163,Undirected
208304,1,208163,Undirected
208387,4,208163,Undirected
208585,2,208163,Undirected
208696,2,208163,Undirected
208997,1,208163,Undirected
209027,1,208163,Undirected
209157,1,208163,Undirected
209728,1,208163,Undirected
209913,1,208163,Undirected
246767,1,208163,Undirected
246776,1,208163,Undirected
256297,1,208163,Undirected
208189,2,208165,Undirected
208191,2,208165,Undirected
208328,1,208165,Undirected
208350,5,208165,Undirected
208624,3,208165,Undirected
208907,2,208165,Undirected
209097,1,208165,Undirected
209280,1,208165,Undirected
209306,1,208165,Undirected
209788,1,208165,Undirected
209958,1,208165,Undirected
208173,5,208166,Undirected
208217,8,208166,Undirected
208227,1,208166,Undirected
208259,9,208166,Undirected
208305,2,208166,Undirected
208310,1,208166,Undirected
208324,1,208166,Undirected
208624,1,208166,Undirected
208750,1,208166,Undirected
208762,3,208166,Undirected
209114,2,208166,Undirected
209251,1,208166,Undirected
209700,1,208166,Undirected
209737,7,208166,Undirected
209874,6,208166,Undirected
359581,1,208166,Undirected
393397,2,208166,Undirected
393415,1,208166,Undirected
393480,1,208166,Undirected
208179,2,208167,Undirected
208226,8,208167,Undirected
208244,1,208167,Undirected
208516,3,208167,Undirected
208529,2,208167,Undirected
208588,3,208167,Undirected
208648,3,208167,Undirected
208966,1,208167,Undirected
208975,2,208167,Undirected
209018,1,208167,Undirected
209055,2,208167,Undirected
209338,1,208167,Undirected
209437,2,208167,Undirected
209641,1,208167,Undirected
209735,1,208167,Undirected
209770,1,208167,Undirected
249651,1,208167,Undirected
249660,1,208167,Undirected
267972,1,208167,Undirected
428088,1,208167,Undirected
430933,1,208167,Undirected
208196,2,208168,Undirected
208218,3,208168,Undirected
208293,1,208168,Undirected
208633,1,208168,Undirected
208659,3,208168,Undirected
209257,1,208168,Undirected
209497,1,208168,Undirected
210060,1,208168,Undirected
356463,2,208168,Undirected
363176,1,208168,Undirected
411743,1,208168,Undirected
208194,1,208169,Undirected
208230,8,208169,Undirected
208247,8,208169,Undirected
208388,4,208169,Undirected
208491,4,208169,Undirected
208793,3,208169,Undirected
208837,2,208169,Undirected
208912,1,208169,Undirected
208953,1,208169,Undirected
209635,1,208169,Undirected
211029,1,208169,Undirected
208563,1,208170,Undirected
208778,1,208170,Undirected
209573,1,208170,Undirected
209608,1,208170,Undirected
209656,1,208170,Undirected
209942,1,208170,Undirected
302901,5,208170,Undirected
303786,4,208170,Undirected
304390,4,208170,Undirected
305991,3,208170,Undirected
208186,1,208171,Undirected
208208,5,208171,Undirected
208253,1,208171,Undirected
208285,1,208171,Undirected
208359,1,208171,Undirected
208543,4,208171,Undirected
208914,1,208171,Undirected
209091,2,208171,Undirected
209229,2,208171,Undirected
209488,1,208171,Undirected
209714,1,208171,Undirected
209861,1,208171,Undirected
210993,6,208171,Undirected
224562,2,208171,Undirected
208215,1,208173,Undirected
208217,3,208173,Undirected
208259,2,208173,Undirected
208346,1,208173,Undirected
208389,1,208173,Undirected
208570,4,208173,Undirected
208742,2,208173,Undirected
208908,2,208173,Undirected
209737,1,208173,Undirected
208192,1,208174,Undirected
208194,6,208174,Undirected
208315,5,208174,Undirected
208329,2,208174,Undirected
208346,4,208174,Undirected
208514,2,208174,Undirected
208580,2,208174,Undirected
208647,1,208174,Undirected
208669,3,208174,Undirected
208702,3,208174,Undirected
208941,2,208174,Undirected
208950,3,208174,Undirected
208979,1,208174,Undirected
208997,2,208174,Undirected
209841,1,208174,Undirected
210088,2,208174,Undirected
208271,5,208175,Undirected
208427,6,208175,Undirected
208582,1,208175,Undirected
208610,4,208175,Undirected
208721,4,208175,Undirected
208888,2,208175,Undirected
208951,1,208175,Undirected
209761,1,208175,Undirected
209971,1,208175,Undirected
210101,1,208175,Undirected
208204,5,208176,Undirected
208285,2,208176,Undirected
208298,1,208176,Undirected
208325,6,208176,Undirected
208366,3,208176,Undirected
208377,1,208176,Undirected
208400,1,208176,Undirected
208417,2,208176,Undirected
208453,2,208176,Undirected
208479,1,208176,Undirected
208517,2,208176,Undirected
208571,1,208176,Undirected
208652,3,208176,Undirected
208714,2,208176,Undirected
209169,1,208176,Undirected
209272,1,208176,Undirected
209304,1,208176,Undirected
209408,1,208176,Undirected
209784,1,208176,Undirected
257685,1,208176,Undirected
208206,7,208177,Undirected
208234,3,208177,Undirected
208458,1,208177,Undirected
208521,5,208177,Undirected
208597,3,208177,Undirected
208658,3,208177,Undirected
208773,3,208177,Undirected
209080,8,208177,Undirected
209428,1,208177,Undirected
211008,2,208177,Undirected
211058,1,208177,Undirected
212230,1,208177,Undirected
257800,1,208177,Undirected
351085,2,208177,Undirected
208191,11,208178,Undirected
208213,6,208178,Undirected
208336,1,208178,Undirected
208369,3,208178,Undirected
208424,2,208178,Undirected
208617,1,208178,Undirected
208756,1,208178,Undirected
208778,1,208178,Undirected
208997,1,208178,Undirected
209022,2,208178,Undirected
209106,1,208178,Undirected
209111,1,208178,Undirected
209277,1,208178,Undirected
209602,1,208178,Undirected
209755,1,208178,Undirected
209846,1,208178,Undirected
209888,1,208178,Undirected
209914,1,208178,Undirected
208192,1,208179,Undirected
208194,1,208179,Undirected
208226,1,208179,Undirected
208241,1,208179,Undirected
208244,3,208179,Undirected
208258,1,208179,Undirected
208288,2,208179,Undirected
208304,1,208179,Undirected
208412,3,208179,Undirected
208446,2,208179,Undirected
208494,2,208179,Undirected
208497,2,208179,Undirected
208508,1,208179,Undirected
208552,2,208179,Undirected
208784,2,208179,Undirected
209461,1,208179,Undirected
209848,1,208179,Undirected
208182,3,208180,Undirected
208195,1,208180,Undirected
208243,3,208180,Undirected
208398,1,208180,Undirected
208415,1,208180,Undirected
208700,1,208180,Undirected
208772,1,208180,Undirected
209333,1,208180,Undirected
209640,1,208180,Undirected
210045,1,208180,Undirected
231508,1,208180,Undirected
208274,1,208181,Undirected
208373,9,208181,Undirected
208559,4,208181,Undirected
208609,8,208181,Undirected
208909,1,208181,Undirected
208986,1,208181,Undirected
209063,2,208181,Undirected
209102,3,208181,Undirected
209131,2,208181,Undirected
209204,1,208181,Undirected
209207,1,208181,Undirected
209210,1,208181,Undirected
209433,1,208181,Undirected
209508,1,208181,Undirected
209821,1,208181,Undirected
210054,1,208181,Undirected
210068,3,208181,Undirected
246875,1,208181,Undirected
208195,7,208182,Undirected
208198,1,208182,Undirected
208243,1,208182,Undirected
208312,1,208182,Undirected
208772,1,208182,Undirected
209281,1,208182,Undirected
209329,1,208182,Undirected
209333,1,208182,Undirected
209640,1,208182,Undirected
209754,1,208182,Undirected
209905,1,208182,Undirected
210045,1,208182,Undirected
208371,2,208183,Undirected
208375,4,208183,Undirected
208585,4,208183,Undirected
208755,2,208183,Undirected
209599,1,208183,Undirected
209884,1,208183,Undirected
209939,1,208183,Undirected
209940,4,208183,Undirected
246765,1,208183,Undirected
246766,1,208183,Undirected
246767,1,208183,Undirected
246769,1,208183,Undirected
314897,1,208183,Undirected
208205,1,208184,Undirected
208364,2,208184,Undirected
208384,1,208184,Undirected
208551,2,208184,Undirected
208590,1,208184,Undirected
208608,1,208184,Undirected
208684,2,208184,Undirected
208880,1,208184,Undirected
209314,1,208184,Undirected
209520,1,208184,Undirected
209587,1,208184,Undirected
210020,1,208184,Undirected
208423,4,208185,Undirected
208748,3,208185,Undirected
208764,4,208185,Undirected
208841,1,208185,Undirected
208990,1,208185,Undirected
209011,2,208185,Undirected
209023,2,208185,Undirected
209077,1,208185,Undirected
209103,2,208185,Undirected
209136,1,208185,Undirected
209372,1,208185,Undirected
210004,1,208185,Undirected
210085,1,208185,Undirected
211761,1,208185,Undirected
208208,2,208186,Undirected
208222,1,208186,Undirected
208253,5,208186,Undirected
208302,1,208186,Undirected
208366,1,208186,Undirected
208479,1,208186,Undirected
208543,1,208186,Undirected
208571,2,208186,Undirected
208628,2,208186,Undirected
208704,2,208186,Undirected
208914,2,208186,Undirected
208977,2,208186,Undirected
209445,1,208186,Undirected
209449,1,208186,Undirected
209491,1,208186,Undirected
209501,1,208186,Undirected
209584,1,208186,Undirected
209605,1,208186,Undirected
209612,1,208186,Undirected
209631,1,208186,Undirected
209683,1,208186,Undirected
209856,1,208186,Undirected
209908,1,208186,Undirected
210057,1,208186,Undirected
224562,1,208186,Undirected
231424,4,208186,Undirected
231551,9,208186,Undirected
370377,1,208186,Undirected
208219,11,208187,Undirected
208339,3,208187,Undirected
208444,3,208187,Undirected
208462,3,208187,Undirected
208469,2,208187,Undirected
208527,2,208187,Undirected
208581,2,208187,Undirected
208685,2,208187,Undirected
208715,1,208187,Undirected
208743,1,208187,Undirected
208902,1,208187,Undirected
208911,3,208187,Undirected
208969,2,208187,Undirected
209117,1,208187,Undirected
209198,1,208187,Undirected
209216,5,208187,Undirected
209966,1,208187,Undirected
209996,6,208187,Undirected
211010,1,208187,Undirected
211030,1,208187,Undirected
211098,1,208187,Undirected
246774,18,208187,Undirected
356034,1,208187,Undirected
208248,2,208188,Undirected
208310,1,208188,Undirected
208324,1,208188,Undirected
208719,3,208188,Undirected
209447,1,208188,Undirected
210095,1,208188,Undirected
386818,1,208188,Undirected
386819,1,208188,Undirected
386820,1,208188,Undirected
386829,1,208188,Undirected
386906,1,208188,Undirected
387041,1,208188,Undirected
208191,2,208189,Undirected
208328,1,208189,Undirected
208369,1,208189,Undirected
208441,5,208189,Undirected
208546,3,208189,Undirected
208617,7,208189,Undirected
208622,1,208189,Undirected
208624,1,208189,Undirected
208711,3,208189,Undirected
208842,1,208189,Undirected
208864,2,208189,Undirected
209038,2,208189,Undirected
209185,1,208189,Undirected
209858,1,208189,Undirected
208233,2,208190,Undirected
208318,3,208190,Undirected
208389,3,208190,Undirected
208411,3,208190,Undirected
208890,2,208190,Undirected
208989,2,208190,Undirected
209613,7,208190,Undirected
210014,1,208190,Undirected
208213,3,208191,Undirected
208336,2,208191,Undirected
208369,2,208191,Undirected
208424,1,208191,Undirected
208617,2,208191,Undirected
208622,3,208191,Undirected
208624,1,208191,Undirected
208756,1,208191,Undirected
208997,1,208191,Undirected
209022,1,208191,Undirected
209097,2,208191,Undirected
209306,1,208191,Undirected
209602,1,208191,Undirected
209914,1,208191,Undirected
208194,2,208192,Undirected
208298,1,208192,Undirected
208329,1,208192,Undirected
208428,6,208192,Undirected
208522,2,208192,Undirected
208611,3,208192,Undirected
208669,2,208192,Undirected
208753,3,208192,Undirected
208787,1,208192,Undirected
208950,2,208192,Undirected
208979,1,208192,Undirected
209309,1,208192,Undirected
209314,1,208192,Undirected
209518,1,208192,Undirected
209848,1,208192,Undirected
209983,1,208192,Undirected
208230,1,208194,Undirected
208247,1,208194,Undirected
208315,2,208194,Undirected
208329,1,208194,Undirected
208339,1,208194,Undirected
208346,2,208194,Undirected
208427,1,208194,Undirected
208444,1,208194,Undirected
208491,1,208194,Undirected
208514,2,208194,Undirected
208580,2,208194,Undirected
208587,1,208194,Undirected
208647,1,208194,Undirected
208715,1,208194,Undirected
208911,1,208194,Undirected
209054,1,208194,Undirected
209130,1,208194,Undirected
209216,1,208194,Undirected
209309,1,208194,Undirected
209325,1,208194,Undirected
209356,1,208194,Undirected
209579,1,208194,Undirected
209666,1,208194,Undirected
209848,1,208194,Undirected
209890,1,208194,Undirected
209904,1,208194,Undirected
209919,1,208194,Undirected
209978,1,208194,Undirected
208250,1,208195,Undirected
208286,1,208195,Undirected
208627,1,208195,Undirected
209060,1,208195,Undirected
209281,1,208195,Undirected
209329,1,208195,Undirected
209754,1,208195,Undirected
210266,2,208195,Undirected
210280,2,208195,Undirected
210361,1,208195,Undirected
210394,1,208195,Undirected
210647,1,208195,Undirected
208211,4,208196,Undirected
208293,1,208196,Undirected
208476,2,208196,Undirected
208540,1,208196,Undirected
208694,1,208196,Undirected
208728,4,208196,Undirected
209380,1,208196,Undirected
209545,1,208196,Undirected
209572,1,208196,Undirected
209936,1,208196,Undirected
356463,1,208196,Undirected
356552,1,208196,Undirected
356589,1,208196,Undirected
357998,1,208196,Undirected
363176,3,208196,Undirected
411743,3,208196,Undirected
412508,1,208196,Undirected
412821,1,208196,Undirected
208284,4,208197,Undirected
208350,2,208197,Undirected
208839,1,208197,Undirected
208243,2,208198,Undirected
208700,1,208198,Undirected
208772,1,208198,Undirected
208956,1,208198,Undirected
209407,1,208198,Undirected
210290,1,208198,Undirected
210365,1,208198,Undirected
380736,1,208198,Undirected
208223,2,208199,Undirected
208285,5,208199,Undirected
208359,1,208199,Undirected
208460,1,208199,Undirected
208470,2,208199,Undirected
208799,1,208199,Undirected
208859,1,208199,Undirected
208879,1,208199,Undirected
209024,2,208199,Undirected
209048,1,208199,Undirected
209225,1,208199,Undirected
209347,1,208199,Undirected
209576,1,208199,Undirected
209982,1,208199,Undirected
210290,1,208199,Undirected
210431,1,208199,Undirected
211631,1,208199,Undirected
208683,2,208200,Undirected
209079,1,208200,Undirected
208410,1,208201,Undirected
211054,1,208201,Undirected
211280,1,208201,Undirected
208241,2,208202,Undirected
208317,3,208202,Undirected
208558,4,208202,Undirected
208394,1,208203,Undirected
208682,1,208203,Undirected
208836,1,208203,Undirected
209064,1,208203,Undirected
209171,1,208203,Undirected
209980,1,208203,Undirected
212863,1,208203,Undirected
219082,1,208203,Undirected
219089,4,208203,Undirected
219129,2,208203,Undirected
219322,2,208203,Undirected
225438,1,208203,Undirected
285176,1,208203,Undirected
359248,8,208203,Undirected
359545,7,208203,Undirected
359646,2,208203,Undirected
359789,1,208203,Undirected
426542,1,208203,Undirected
426581,1,208203,Undirected
426620,1,208203,Undirected
435981,1,208203,Undirected
441882,1,208203,Undirected
442136,1,208203,Undirected
442182,1,208203,Undirected
442381,1,208203,Undirected
443900,1,208203,Undirected
444020,1,208203,Undirected
208295,6,208204,Undirected
208325,1,208204,Undirected
208366,5,208204,Undirected
208371,1,208204,Undirected
208417,1,208204,Undirected
208453,1,208204,Undirected
208517,1,208204,Undirected
208652,1,208204,Undirected
208655,1,208204,Undirected
208714,1,208204,Undirected
209273,1,208204,Undirected
209773,1,208204,Undirected
208384,5,208205,Undirected
209274,1,208205,Undirected
209903,1,208205,Undirected
209928,1,208205,Undirected
208208,2,208206,Undirected
208313,2,208206,Undirected
208316,2,208206,Undirected
208327,1,208206,Undirected
208474,1,208206,Undirected
208477,1,208206,Undirected
208507,1,208206,Undirected
208538,1,208206,Undirected
208560,15,208206,Undirected
208597,3,208206,Undirected
208773,3,208206,Undirected
209080,1,208206,Undirected
209551,1,208206,Undirected
209669,1,208206,Undirected
209677,1,208206,Undirected
209777,1,208206,Undirected
210061,1,208206,Undirected
211008,1,208206,Undirected
212230,1,208206,Undirected
208423,1,208207,Undirected
208673,1,208207,Undirected
208765,3,208207,Undirected
209195,1,208207,Undirected
209527,5,208207,Undirected
209686,1,208207,Undirected
274287,1,208207,Undirected
329657,1,208207,Undirected
208253,2,208208,Undirected
208255,1,208208,Undirected
208275,4,208208,Undirected
208407,4,208208,Undirected
208571,2,208208,Undirected
208641,1,208208,Undirected
209057,1,208208,Undirected
209115,1,208208,Undirected
209229,1,208208,Undirected
209491,1,208208,Undirected
209537,1,208208,Undirected
209584,1,208208,Undirected
209714,1,208208,Undirected
209733,1,208208,Undirected
210993,1,208208,Undirected
208307,2,208210,Undirected
208425,1,208210,Undirected
208448,4,208210,Undirected
208536,1,208210,Undirected
208613,4,208210,Undirected
208662,3,208210,Undirected
208983,2,208210,Undirected
209041,3,208210,Undirected
209107,2,208210,Undirected
209591,1,208210,Undirected
209596,1,208210,Undirected
209680,1,208210,Undirected
209746,1,208210,Undirected
208540,1,208211,Undirected
208590,1,208211,Undirected
208612,1,208211,Undirected
208633,1,208211,Undirected
208728,1,208211,Undirected
208985,1,208211,Undirected
209936,1,208211,Undirected
356589,1,208211,Undirected
412821,1,208211,Undirected
208395,6,208212,Undirected
208991,1,208212,Undirected
209395,1,208212,Undirected
209794,1,208212,Undirected
210318,2,208212,Undirected
211093,7,208212,Undirected
211397,1,208212,Undirected
211465,1,208212,Undirected
212114,1,208212,Undirected
225453,1,208212,Undirected
249329,1,208212,Undirected
329200,1,208212,Undirected
348679,3,208212,Undirected
382903,1,208212,Undirected
446637,1,208212,Undirected
208369,1,208213,Undirected
208424,5,208213,Undirected
208638,4,208213,Undirected
208985,1,208213,Undirected
209022,1,208213,Undirected
209209,1,208213,Undirected
209427,1,208213,Undirected
209594,1,208213,Undirected
209755,1,208213,Undirected
209846,1,208213,Undirected
209888,1,208213,Undirected
208376,6,208214,Undirected
208463,5,208214,Undirected
208794,1,208214,Undirected
209173,1,208214,Undirected
209369,1,208214,Undirected
209468,1,208214,Undirected
209720,1,208214,Undirected
390541,1,208214,Undirected
391632,1,208214,Undirected
208217,4,208215,Undirected
208227,1,208215,Undirected
208237,3,208215,Undirected
208305,1,208215,Undirected
208318,1,208215,Undirected
208324,1,208215,Undirected
208346,6,208215,Undirected
208750,1,208215,Undirected
208962,1,208215,Undirected
227952,3,208215,Undirected
227954,2,208215,Undirected
227957,5,208215,Undirected
227966,1,208215,Undirected
227981,1,208215,Undirected
228026,2,208215,Undirected
228125,1,208215,Undirected
208342,3,208216,Undirected
208393,4,208216,Undirected
209203,1,208216,Undirected
210087,1,208216,Undirected
208227,1,208217,Undirected
208259,4,208217,Undirected
208305,3,208217,Undirected
208624,1,208217,Undirected
208750,1,208217,Undirected
208762,1,208217,Undirected
208962,1,208217,Undirected
209114,1,208217,Undirected
209737,3,208217,Undirected
209874,1,208217,Undirected
208293,1,208218,Undirected
208449,1,208218,Undirected
209557,1,208218,Undirected
286416,1,208218,Undirected
286420,1,208218,Undirected
208339,2,208219,Undirected
208444,2,208219,Undirected
208462,3,208219,Undirected
208469,2,208219,Undirected
208581,2,208219,Undirected
208911,2,208219,Undirected
208969,2,208219,Undirected
209198,1,208219,Undirected
209216,2,208219,Undirected
209966,1,208219,Undirected
208301,1,208220,Undirected
208394,1,208220,Undirected
208302,2,208222,Undirected
208667,5,208222,Undirected
208705,4,208222,Undirected
208723,2,208222,Undirected
208783,2,208222,Undirected
208828,2,208222,Undirected
209067,2,208222,Undirected
209181,1,208222,Undirected
209285,1,208222,Undirected
209683,1,208222,Undirected
209842,1,208222,Undirected
209892,1,208222,Undirected
209916,1,208222,Undirected
208285,26,208223,Undirected
208359,2,208223,Undirected
208400,1,208223,Undirected
208799,1,208223,Undirected
209003,1,208223,Undirected
209083,2,208223,Undirected
257719,4,208223,Undirected
257733,2,208223,Undirected
208353,1,208224,Undirected
208409,2,208224,Undirected
208454,3,208224,Undirected
208545,1,208224,Undirected
208603,1,208224,Undirected
208664,1,208224,Undirected
208868,1,208224,Undirected
208873,2,208224,Undirected
208895,2,208224,Undirected
208964,2,208224,Undirected
209029,1,208224,Undirected
209180,1,208224,Undirected
209825,1,208224,Undirected
209830,1,208224,Undirected
209840,1,208224,Undirected
209973,1,208224,Undirected
211688,1,208224,Undirected
208297,2,208225,Undirected
208451,5,208225,Undirected
208468,5,208225,Undirected
208614,4,208225,Undirected
208830,2,208225,Undirected
208871,2,208225,Undirected
208925,2,208225,Undirected
209179,1,208225,Undirected
209378,1,208225,Undirected
209467,1,208225,Undirected
209650,1,208225,Undirected
210006,1,208225,Undirected
210988,5,208225,Undirected
208244,1,208226,Undirected
208283,1,208226,Undirected
208529,1,208226,Undirected
208966,2,208226,Undirected
208975,1,208226,Undirected
209437,2,208226,Undirected
209641,1,208226,Undirected
209664,1,208226,Undirected
209735,1,208226,Undirected
209955,1,208226,Undirected
272507,1,208226,Undirected
208545,1,208227,Undirected
208548,3,208227,Undirected
208554,1,208227,Undirected
208598,4,208227,Undirected
208668,1,208227,Undirected
208729,3,208227,Undirected
208750,1,208227,Undirected
208790,3,208227,Undirected
209100,2,208227,Undirected
209231,1,208227,Undirected
209431,1,208227,Undirected
209700,1,208227,Undirected
209737,1,208227,Undirected
209818,1,208227,Undirected
209874,1,208227,Undirected
211005,4,208227,Undirected
208285,2,208228,Undirected
208319,6,208228,Undirected
208335,8,208228,Undirected
208461,1,208228,Undirected
208707,1,208228,Undirected
208825,2,208228,Undirected
208887,1,208228,Undirected
208918,2,208228,Undirected
209035,2,208228,Undirected
209108,1,208228,Undirected
209162,2,208228,Undirected
209476,1,208228,Undirected
208299,2,208229,Undirected
208381,1,208229,Undirected
208419,1,208229,Undirected
208505,1,208229,Undirected
208720,2,208229,Undirected
209031,2,208229,Undirected
209828,1,208229,Undirected
209876,1,208229,Undirected
208247,7,208230,Undirected
208388,2,208230,Undirected
208819,1,208230,Undirected
209635,1,208230,Undirected
211200,1,208230,Undirected
281750,1,208230,Undirected
307393,2,208230,Undirected
208238,1,208232,Undirected
208250,3,208232,Undirected
208382,2,208232,Undirected
208513,2,208232,Undirected
208592,1,208232,Undirected
208782,1,208232,Undirected
208806,2,208232,Undirected
208852,1,208232,Undirected
208867,1,208232,Undirected
209024,1,208232,Undirected
209498,1,208232,Undirected
210266,1,208232,Undirected
210290,2,208232,Undirected
210427,1,208232,Undirected
210487,1,208232,Undirected
210807,1,208232,Undirected
210887,1,208232,Undirected
211224,1,208232,Undirected
208389,6,208233,Undirected
208411,1,208233,Undirected
208556,3,208233,Undirected
208860,1,208233,Undirected
208890,1,208233,Undirected
208971,1,208233,Undirected
209000,1,208233,Undirected
209256,1,208233,Undirected
209613,3,208233,Undirected
209632,1,208233,Undirected
208239,1,208234,Undirected
208240,1,208234,Undirected
208249,1,208234,Undirected
208327,1,208234,Undirected
208501,1,208234,Undirected
208507,1,208234,Undirected
208597,2,208234,Undirected
208635,1,208234,Undirected
208636,1,208234,Undirected
208666,1,208234,Undirected
209080,3,208234,Undirected
209089,1,208234,Undirected
209224,1,208234,Undirected
