target,weight,source,type
208155,3,208094,Undirected
208159,2,208094,Undirected
208224,7,208094,Undirected
208227,8,208094,Undirected
208342,1,208094,Undirected
208353,1,208094,Undirected
208409,5,208094,Undirected
208454,3,208094,Undirected
208540,1,208094,Undirected
208545,2,208094,Undirected
208548,4,208094,Undirected
208554,6,208094,Undirected
208598,3,208094,Undirected
208603,3,208094,Undirected
208612,1,208094,Undirected
208668,3,208094,Undirected
208724,3,208094,Undirected
208729,2,208094,Undirected
208790,2,208094,Undirected
208807,1,208094,Undirected
208868,1,208094,Undirected
208895,2,208094,Undirected
208964,2,208094,Undirected
209069,4,208094,Undirected
209100,2,208094,Undirected
209156,1,208094,Undirected
209231,1,208094,Undirected
209493,1,208094,Undirected
209621,1,208094,Undirected
209665,1,208094,Undirected
209818,1,208094,Undirected
209825,1,208094,Undirected
209830,1,208094,Undirected
209898,2,208094,Undirected
209973,1,208094,Undirected
209993,2,208094,Undirected
210099,1,208094,Undirected
210100,1,208094,Undirected
211297,1,208094,Undirected
212454,1,208094,Undirected
268609,3,208094,Undirected
208096,6,208095,Undirected
208128,5,208095,Undirected
208202,1,208095,Undirected
208256,10,208095,Undirected
208330,2,208095,Undirected
208440,1,208095,Undirected
208483,5,208095,Undirected
208492,4,208095,Undirected
208768,1,208095,Undirected
208903,1,208095,Undirected
209457,1,208095,Undirected
208128,6,208096,Undirected
208202,8,208096,Undirected
208241,7,208096,Undirected
208288,4,208096,Undirected
208523,2,208096,Undirected
208578,2,208096,Undirected
208768,2,208096,Undirected
209034,1,208096,Undirected
209143,1,208096,Undirected
209457,1,208096,Undirected
209769,1,208096,Undirected
210040,1,208096,Undirected
210062,1,208096,Undirected
208111,2,208097,Undirected
208126,2,208097,Undirected
208139,22,208097,Undirected
208163,2,208097,Undirected
208190,17,208097,Undirected
208215,2,208097,Undirected
208233,13,208097,Undirected
208286,1,208097,Undirected
208318,7,208097,Undirected
208324,1,208097,Undirected
208389,10,208097,Undirected
208411,5,208097,Undirected
208494,1,208097,Undirected
208556,4,208097,Undirected
208585,1,208097,Undirected
208860,2,208097,Undirected
208890,2,208097,Undirected
208897,3,208097,Undirected
208971,2,208097,Undirected
208989,2,208097,Undirected
209256,1,208097,Undirected
209613,11,208097,Undirected
209632,1,208097,Undirected
209988,1,208097,Undirected
210014,1,208097,Undirected
212285,1,208097,Undirected
246765,1,208097,Undirected
246784,1,208097,Undirected
208100,1,208098,Undirected
208153,1,208098,Undirected
209186,1,208098,Undirected
210096,4,208098,Undirected
252117,7,208098,Undirected
252120,3,208098,Undirected
252137,2,208098,Undirected
252138,1,208098,Undirected
423651,3,208098,Undirected
423822,1,208098,Undirected
423869,1,208098,Undirected
423885,1,208098,Undirected
439034,2,208098,Undirected
208117,1,208099,Undirected
208119,16,208099,Undirected
208138,1,208099,Undirected
208180,5,208099,Undirected
208182,1,208099,Undirected
208198,1,208099,Undirected
208230,1,208099,Undirected
208247,1,208099,Undirected
208286,1,208099,Undirected
208312,2,208099,Undirected
208317,2,208099,Undirected
208398,4,208099,Undirected
208526,4,208099,Undirected
208627,2,208099,Undirected
208650,2,208099,Undirected
208695,1,208099,Undirected
208819,2,208099,Undirected
209340,1,208099,Undirected
209823,1,208099,Undirected
208416,1,208100,Undirected
208815,2,208100,Undirected
208847,2,208100,Undirected
208915,2,208100,Undirected
209499,1,208100,Undirected
209820,1,208100,Undirected
210096,13,208100,Undirected
213173,2,208100,Undirected
213253,3,208100,Undirected
213425,11,208100,Undirected
213462,2,208100,Undirected
213555,2,208100,Undirected
213601,2,208100,Undirected
213682,1,208100,Undirected
214300,1,208100,Undirected
218977,1,208100,Undirected
246985,1,208100,Undirected
305188,3,208100,Undirected
306900,2,208100,Undirected
366085,1,208100,Undirected
366089,2,208100,Undirected
366110,1,208100,Undirected
366142,1,208100,Undirected
366296,1,208100,Undirected
366324,2,208100,Undirected
366410,3,208100,Undirected
366463,1,208100,Undirected
366742,1,208100,Undirected
366813,1,208100,Undirected
366891,1,208100,Undirected
366947,1,208100,Undirected
366975,1,208100,Undirected
367215,1,208100,Undirected
388423,1,208100,Undirected
208102,2,208101,Undirected
208106,1,208101,Undirected
208121,9,208101,Undirected
208146,2,208101,Undirected
208184,11,208101,Undirected
208192,1,208101,Undirected
208205,1,208101,Undirected
208364,7,208101,Undirected
208449,1,208101,Undirected
208522,1,208101,Undirected
208551,5,208101,Undirected
208590,1,208101,Undirected
208608,3,208101,Undirected
208660,3,208101,Undirected
208675,3,208101,Undirected
208684,3,208101,Undirected
208788,1,208101,Undirected
208880,2,208101,Undirected
209087,2,208101,Undirected
209314,7,208101,Undirected
209559,1,208101,Undirected
209587,1,208101,Undirected
209895,1,208101,Undirected
210030,1,208101,Undirected
210056,1,208101,Undirected
220486,1,208101,Undirected
356445,2,208101,Undirected
356563,1,208101,Undirected
356600,1,208101,Undirected
208106,2,208102,Undirected
208116,15,208102,Undirected
208168,14,208102,Undirected
208184,7,208102,Undirected
208218,3,208102,Undirected
208293,1,208102,Undirected
208476,1,208102,Undirected
208659,6,208102,Undirected
209126,1,208102,Undirected
209214,1,208102,Undirected
209257,1,208102,Undirected
209430,1,208102,Undirected
209489,1,208102,Undirected
209520,1,208102,Undirected
209633,1,208102,Undirected
210020,1,208102,Undirected
363138,1,208102,Undirected
208123,20,208103,Undirected
208133,19,208103,Undirected
208148,7,208103,Undirected
208229,9,208103,Undirected
208299,7,208103,Undirected
208381,7,208103,Undirected
208419,4,208103,Undirected
208422,6,208103,Undirected
208505,3,208103,Undirected
208553,1,208103,Undirected
208698,3,208103,Undirected
208720,2,208103,Undirected
209031,2,208103,Undirected
209828,1,208103,Undirected
209876,1,208103,Undirected
208269,10,208104,Undirected
208335,1,208104,Undirected
208405,4,208104,Undirected
208406,5,208104,Undirected
208415,3,208104,Undirected
208442,3,208104,Undirected
208459,2,208104,Undirected
208467,5,208104,Undirected
208496,6,208104,Undirected
208512,5,208104,Undirected
208524,4,208104,Undirected
208547,4,208104,Undirected
208594,4,208104,Undirected
208628,1,208104,Undirected
208757,3,208104,Undirected
208923,2,208104,Undirected
208955,2,208104,Undirected
209605,1,208104,Undirected
209772,1,208104,Undirected
209912,1,208104,Undirected
213333,3,208104,Undirected
213779,3,208104,Undirected
246778,1,208104,Undirected
246780,1,208104,Undirected
246801,1,208104,Undirected
246925,1,208104,Undirected
208130,3,208105,Undirected
208142,1,208105,Undirected
208149,1,208105,Undirected
208154,1,208105,Undirected
208167,1,208105,Undirected
208183,17,208105,Undirected
208226,1,208105,Undirected
208371,3,208105,Undirected
208375,4,208105,Undirected
208528,2,208105,Undirected
208584,2,208105,Undirected
208585,13,208105,Undirected
208604,1,208105,Undirected
208701,1,208105,Undirected
208755,3,208105,Undirected
208934,1,208105,Undirected
208997,1,208105,Undirected
209292,1,208105,Undirected
209437,1,208105,Undirected
209492,1,208105,Undirected
209599,1,208105,Undirected
209618,1,208105,Undirected
209855,1,208105,Undirected
209884,1,208105,Undirected
209939,1,208105,Undirected
209940,4,208105,Undirected
209979,1,208105,Undirected
210051,1,208105,Undirected
212006,1,208105,Undirected
246765,10,208105,Undirected
246766,9,208105,Undirected
246767,9,208105,Undirected
246769,2,208105,Undirected
246776,8,208105,Undirected
246791,1,208105,Undirected
267912,1,208105,Undirected
314897,1,208105,Undirected
318789,1,208105,Undirected
208121,2,208106,Undirected
208184,7,208106,Undirected
208251,1,208106,Undirected
208367,1,208106,Undirected
209623,1,208106,Undirected
209752,1,208106,Undirected
208170,7,208107,Undirected
208280,2,208107,Undirected
208436,1,208107,Undirected
208653,1,208107,Undirected
208699,3,208107,Undirected
208904,2,208107,Undirected
208917,1,208107,Undirected
208973,1,208107,Undirected
208974,1,208107,Undirected
209025,1,208107,Undirected
209155,1,208107,Undirected
209423,2,208107,Undirected
302901,1,208107,Undirected
208120,13,208108,Undirected
208132,5,208108,Undirected
208140,1,208108,Undirected
208170,1,208108,Undirected
208214,14,208108,Undirected
208240,1,208108,Undirected
208306,1,208108,Undirected
208376,4,208108,Undirected
208396,6,208108,Undirected
208463,4,208108,Undirected
208464,1,208108,Undirected
208498,6,208108,Undirected
208563,1,208108,Undirected
208572,1,208108,Undirected
208766,2,208108,Undirected
208794,1,208108,Undirected
208886,1,208108,Undirected
209070,1,208108,Undirected
209173,1,208108,Undirected
209284,1,208108,Undirected
209369,1,208108,Undirected
209419,1,208108,Undirected
209424,1,208108,Undirected
209468,1,208108,Undirected
209478,1,208108,Undirected
209608,1,208108,Undirected
209634,2,208108,Undirected
209697,1,208108,Undirected
209723,1,208108,Undirected
209943,1,208108,Undirected
211190,5,208108,Undirected
390541,1,208108,Undirected
391632,1,208108,Undirected
208320,2,208109,Undirected
208365,1,208109,Undirected
208456,1,208109,Undirected
208485,6,208109,Undirected
208583,2,208109,Undirected
208661,3,208109,Undirected
208749,3,208109,Undirected
208931,1,208109,Undirected
208978,2,208109,Undirected
208999,2,208109,Undirected
209142,1,208109,Undirected
209146,11,208109,Undirected
209255,1,208109,Undirected
209486,1,208109,Undirected
209562,1,208109,Undirected
210052,1,208109,Undirected
211015,2,208109,Undirected
211087,1,208109,Undirected
211547,2,208109,Undirected
231765,4,208109,Undirected
231867,3,208109,Undirected
257707,8,208109,Undirected
257710,1,208109,Undirected
257714,1,208109,Undirected
257733,1,208109,Undirected
257743,8,208109,Undirected
257747,1,208109,Undirected
257764,12,208109,Undirected
208122,2,208110,Undirected
208136,1,208110,Undirected
208232,12,208110,Undirected
208238,10,208110,Undirected
208250,7,208110,Undirected
208308,3,208110,Undirected
208382,3,208110,Undirected
208513,4,208110,Undirected
208592,5,208110,Undirected
208629,4,208110,Undirected
208639,5,208110,Undirected
208663,2,208110,Undirected
208733,2,208110,Undirected
208782,1,208110,Undirected
208806,4,208110,Undirected
208887,2,208110,Undirected
209012,1,208110,Undirected
209060,1,208110,Undirected
209075,1,208110,Undirected
209523,1,208110,Undirected
209672,2,208110,Undirected
209693,3,208110,Undirected
209741,2,208110,Undirected
210259,1,208110,Undirected
210266,2,208110,Undirected
210280,1,208110,Undirected
210368,4,208110,Undirected
210847,1,208110,Undirected
211208,1,208110,Undirected
257684,1,208110,Undirected
208228,1,208112,Undirected
208335,1,208112,Undirected
208502,1,208112,Undirected
208309,3,208113,Undirected
208511,4,208113,Undirected
208593,4,208113,Undirected
208901,2,208113,Undirected
208954,2,208113,Undirected
209150,1,208113,Undirected
209313,1,208113,Undirected
209439,1,208113,Undirected
209500,1,208113,Undirected
209901,1,208113,Undirected
268555,1,208113,Undirected
356442,6,208113,Undirected
356444,2,208113,Undirected
356457,1,208113,Undirected
356490,1,208113,Undirected
356510,11,208113,Undirected
356512,1,208113,Undirected
356541,6,208113,Undirected
356604,1,208113,Undirected
356772,1,208113,Undirected
357168,2,208113,Undirected
357619,1,208113,Undirected
359607,2,208113,Undirected
208175,20,208114,Undirected
208187,16,208114,Undirected
208271,4,208114,Undirected
208457,6,208114,Undirected
208486,4,208114,Undirected
208582,1,208114,Undirected
208601,4,208114,Undirected
208640,4,208114,Undirected
208649,4,208114,Undirected
208721,1,208114,Undirected
208926,2,208114,Undirected
208951,5,208114,Undirected
209047,2,208114,Undirected
209227,1,208114,Undirected
209595,1,208114,Undirected
209889,1,208114,Undirected
209996,3,208114,Undirected
209337,1,208115,Undirected
209484,1,208115,Undirected
262463,1,208115,Undirected
354638,1,208115,Undirected
444312,1,208115,Undirected
444349,1,208115,Undirected
208152,3,208116,Undirected
208168,16,208116,Undirected
208196,4,208116,Undirected
208211,3,208116,Undirected
208218,4,208116,Undirected
208293,1,208116,Undirected
208540,1,208116,Undirected
208633,1,208116,Undirected
208659,3,208116,Undirected
208728,1,208116,Undirected
209257,1,208116,Undirected
209557,1,208116,Undirected
209918,1,208116,Undirected
210111,1,208116,Undirected
356589,1,208116,Undirected
412821,1,208116,Undirected
208152,3,208117,Undirected
208169,18,208117,Undirected
208194,2,208117,Undirected
208230,22,208117,Undirected
208247,10,208117,Undirected
208388,6,208117,Undirected
208491,8,208117,Undirected
208793,3,208117,Undirected
208819,1,208117,Undirected
208837,2,208117,Undirected
208912,1,208117,Undirected
208970,1,208117,Undirected
209122,1,208117,Undirected
209206,1,208117,Undirected
209459,1,208117,Undirected
209513,1,208117,Undirected
209635,1,208117,Undirected
209806,1,208117,Undirected
211200,1,208117,Undirected
286532,1,208117,Undirected
307393,3,208117,Undirected
208149,1,208118,Undirected
208154,5,208118,Undirected
208167,1,208118,Undirected
208179,5,208118,Undirected
208192,1,208118,Undirected
208194,1,208118,Undirected
208238,1,208118,Undirected
208244,2,208118,Undirected
208258,6,208118,Undirected
208347,2,208118,Undirected
208352,5,208118,Undirected
208412,5,208118,Undirected
208508,6,208118,Undirected
208784,1,208118,Undirected
209271,1,208118,Undirected
209393,12,208118,Undirected
209512,8,208118,Undirected
209630,1,208118,Undirected
209848,1,208118,Undirected
209960,1,208118,Undirected
210017,1,208118,Undirected
210080,1,208118,Undirected
208138,3,208119,Undirected
208198,4,208119,Undirected
208312,1,208119,Undirected
208317,2,208119,Undirected
208398,2,208119,Undirected
208526,3,208119,Undirected
208627,2,208119,Undirected
208695,1,208119,Undirected
208140,1,208120,Undirected
208159,1,208120,Undirected
208240,1,208120,Undirected
208379,1,208120,Undirected
208396,7,208120,Undirected
208478,1,208120,Undirected
208689,1,208120,Undirected
208766,4,208120,Undirected
208778,1,208120,Undirected
208982,1,208120,Undirected
209070,1,208120,Undirected
209177,1,208120,Undirected
209270,1,208120,Undirected
209419,1,208120,Undirected
209432,1,208120,Undirected
209634,1,208120,Undirected
211190,7,208120,Undirected
211706,1,208120,Undirected
208141,1,208121,Undirected
208146,6,208121,Undirected
208165,1,208121,Undirected
208184,3,208121,Undirected
208189,1,208121,Undirected
208192,1,208121,Undirected
208205,6,208121,Undirected
208340,1,208121,Undirected
208364,2,208121,Undirected
208522,1,208121,Undirected
208551,2,208121,Undirected
208590,1,208121,Undirected
208608,1,208121,Undirected
208684,1,208121,Undirected
208711,1,208121,Undirected
208835,1,208121,Undirected
208864,1,208121,Undirected
209038,1,208121,Undirected
209314,2,208121,Undirected
209422,1,208121,Undirected
209752,1,208121,Undirected
209928,1,208121,Undirected
209958,1,208121,Undirected
209999,1,208121,Undirected
210056,1,208121,Undirected
210084,3,208121,Undirected
356518,1,208121,Undirected
356573,1,208121,Undirected
208136,17,208122,Undirected
208307,3,208122,Undirected
208329,1,208122,Undirected
208416,1,208122,Undirected
208480,3,208122,Undirected
208536,1,208122,Undirected
208576,1,208122,Undirected
208686,1,208122,Undirected
208706,3,208122,Undirected
208812,2,208122,Undirected
208832,1,208122,Undirected
208869,1,208122,Undirected
208952,1,208122,Undirected
209020,2,208122,Undirected
209045,2,208122,Undirected
209056,1,208122,Undirected
209081,2,208122,Undirected
209331,1,208122,Undirected
210029,1,208122,Undirected
210070,2,208122,Undirected
210703,1,208122,Undirected
208133,18,208123,Undirected
208148,3,208123,Undirected
208229,6,208123,Undirected
208299,4,208123,Undirected
208381,3,208123,Undirected
208419,4,208123,Undirected
208422,1,208123,Undirected
208505,5,208123,Undirected
208553,2,208123,Undirected
208698,1,208123,Undirected
208791,2,208123,Undirected
209828,1,208123,Undirected
209876,1,208123,Undirected
208166,3,208124,Undirected
208217,1,208124,Undirected
208227,2,208124,Undirected
208259,2,208124,Undirected
208260,1,208124,Undirected
208266,1,208124,Undirected
208276,9,208124,Undirected
208343,1,208124,Undirected
208378,5,208124,Undirected
208439,6,208124,Undirected
208548,1,208124,Undirected
208617,1,208124,Undirected
208630,4,208124,Undirected
208729,1,208124,Undirected
208786,1,208124,Undirected
209099,3,208124,Undirected
209223,1,208124,Undirected
209230,1,208124,Undirected
209392,1,208124,Undirected
209420,3,208124,Undirected
209517,1,208124,Undirected
209676,1,208124,Undirected
209700,1,208124,Undirected
209737,2,208124,Undirected
209874,2,208124,Undirected
210023,1,208124,Undirected
393397,1,208124,Undirected
208197,8,208125,Undirected
208284,2,208125,Undirected
208350,1,208125,Undirected
208471,2,208125,Undirected
208488,1,208125,Undirected
208581,2,208125,Undirected
208615,1,208125,Undirected
208646,2,208125,Undirected
209152,1,208125,Undirected
209696,1,208125,Undirected
209967,1,208125,Undirected
210058,1,208125,Undirected
210110,1,208125,Undirected
210989,5,208125,Undirected
211434,1,208125,Undirected
212070,2,208125,Undirected
239433,1,208125,Undirected
246786,2,208125,Undirected
246880,2,208125,Undirected
388274,1,208125,Undirected
208138,3,208126,Undirected
208139,1,208126,Undirected
208164,3,208126,Undirected
208166,1,208126,Undirected
208172,4,208126,Undirected
208173,6,208126,Undirected
208215,8,208126,Undirected
208217,4,208126,Undirected
208227,1,208126,Undirected
208237,3,208126,Undirected
208259,2,208126,Undirected
208305,6,208126,Undirected
208310,6,208126,Undirected
208324,6,208126,Undirected
208346,5,208126,Undirected
208411,1,208126,Undirected
208545,1,208126,Undirected
208676,3,208126,Undirected
208742,1,208126,Undirected
208750,2,208126,Undirected
208782,1,208126,Undirected
208829,1,208126,Undirected
208860,1,208126,Undirected
208962,2,208126,Undirected
208971,1,208126,Undirected
209568,1,208126,Undirected
209678,1,208126,Undirected
208140,15,208127,Undirected
208177,2,208127,Undirected
208206,2,208127,Undirected
208234,3,208127,Undirected
208240,4,208127,Undirected
208249,5,208127,Undirected
208316,2,208127,Undirected
208386,1,208127,Undirected
208458,1,208127,Undirected
208474,2,208127,Undirected
208507,1,208127,Undirected
208538,4,208127,Undirected
208544,2,208127,Undirected
208560,1,208127,Undirected
208561,1,208127,Undirected
208577,1,208127,Undirected
208587,1,208127,Undirected
208658,1,208127,Undirected
208666,2,208127,Undirected
208689,1,208127,Undirected
208855,1,208127,Undirected
209080,2,208127,Undirected
209084,1,208127,Undirected
209147,1,208127,Undirected
209625,1,208127,Undirected
209832,1,208127,Undirected
210400,1,208127,Undirected
211624,1,208127,Undirected
211888,1,208127,Undirected
257800,1,208127,Undirected
429526,1,208127,Undirected
208256,1,208128,Undirected
208349,2,208128,Undirected
208440,6,208128,Undirected
208903,1,208128,Undirected
209526,1,208128,Undirected
416586,4,208128,Undirected
208130,2,208129,Undirected
208142,5,208129,Undirected
208147,10,208129,Undirected
208158,2,208129,Undirected
208192,1,208129,Undirected
208199,7,208129,Undirected
208208,1,208129,Undirected
208254,1,208129,Undirected
208270,1,208129,Undirected
208285,14,208129,Undirected
208298,7,208129,Undirected
208359,1,208129,Undirected
208460,1,208129,Undirected
208641,1,208129,Undirected
208799,1,208129,Undirected
208859,2,208129,Undirected
209003,1,208129,Undirected
209039,1,208129,Undirected
209225,1,208129,Undirected
209236,1,208129,Undirected
209291,1,208129,Undirected
209347,1,208129,Undirected
209519,1,208129,Undirected
209524,1,208129,Undirected
209554,1,208129,Undirected
209576,1,208129,Undirected
209824,1,208129,Undirected
209964,2,208129,Undirected
210035,1,208129,Undirected
210053,1,208129,Undirected
252161,1,208129,Undirected
252231,2,208129,Undirected
252246,1,208129,Undirected
252265,1,208129,Undirected
252326,3,208129,Undirected
427997,1,208129,Undirected
428027,1,208129,Undirected
428353,1,208129,Undirected
208131,8,208130,Undirected
208158,1,208130,Undirected
208176,5,208130,Undirected
208183,3,208130,Undirected
208204,1,208130,Undirected
208223,3,208130,Undirected
208295,2,208130,Undirected
208298,1,208130,Undirected
208325,3,208130,Undirected
208377,1,208130,Undirected
208400,2,208130,Undirected
208417,1,208130,Undirected
208437,5,208130,Undirected
208571,1,208130,Undirected
208652,4,208130,Undirected
208714,3,208130,Undirected
208813,1,208130,Undirected
209083,2,208130,Undirected
209141,1,208130,Undirected
209243,1,208130,Undirected
209304,1,208130,Undirected
209408,1,208130,Undirected
209460,1,208130,Undirected
209940,1,208130,Undirected
210053,1,208130,Undirected
210502,1,208130,Undirected
208158,2,208131,Undirected
208176,13,208131,Undirected
208204,7,208131,Undirected
208223,1,208131,Undirected
208295,2,208131,Undirected
208298,1,208131,Undirected
208325,4,208131,Undirected
208366,5,208131,Undirected
208400,4,208131,Undirected
208470,1,208131,Undirected
208479,1,208131,Undirected
208519,2,208131,Undirected
208571,1,208131,Undirected
208652,4,208131,Undirected
208714,3,208131,Undirected
208816,1,208131,Undirected
209032,1,208131,Undirected
209273,1,208131,Undirected
209304,1,208131,Undirected
209408,1,208131,Undirected
209416,1,208131,Undirected
209603,1,208131,Undirected
209615,1,208131,Undirected
209773,1,208131,Undirected
209932,1,208131,Undirected
210502,1,208131,Undirected
208149,1,208132,Undirected
208214,2,208132,Undirected
208226,1,208132,Undirected
208258,1,208132,Undirected
208292,3,208132,Undirected
208306,2,208132,Undirected
208379,2,208132,Undirected
208438,1,208132,Undirected
208464,4,208132,Undirected
208509,3,208132,Undirected
208563,2,208132,Undirected
208572,2,208132,Undirected
208736,2,208132,Undirected
208778,1,208132,Undirected
208794,1,208132,Undirected
208886,1,208132,Undirected
208927,2,208132,Undirected
208982,1,208132,Undirected
209284,1,208132,Undirected
209478,1,208132,Undirected
209593,1,208132,Undirected
209616,1,208132,Undirected
209718,1,208132,Undirected
211809,1,208132,Undirected
208148,5,208133,Undirected
208229,5,208133,Undirected
208299,5,208133,Undirected
208381,4,208133,Undirected
208419,3,208133,Undirected
208505,3,208133,Undirected
208553,1,208133,Undirected
208720,2,208133,Undirected
208775,1,208133,Undirected
208791,3,208133,Undirected
209031,2,208133,Undirected
209679,1,208133,Undirected
208138,1,208134,Undirected
208198,1,208134,Undirected
208346,2,208134,Undirected
208430,1,208134,Undirected
208443,6,208134,Undirected
208472,5,208134,Undirected
208532,1,208134,Undirected
208625,2,208134,Undirected
208708,1,208134,Undirected
208782,2,208134,Undirected
208809,1,208134,Undirected
208881,2,208134,Undirected
208956,2,208134,Undirected
209199,4,208134,Undirected
209297,1,208134,Undirected
209350,1,208134,Undirected
209564,1,208134,Undirected
209708,1,208134,Undirected
209783,1,208134,Undirected
209791,1,208134,Undirected
209834,1,208134,Undirected
209926,1,208134,Undirected
214304,1,208134,Undirected
246774,2,208134,Undirected
208174,2,208135,Undirected
208192,1,208135,Undirected
208329,1,208135,Undirected
208574,4,208135,Undirected
208647,1,208135,Undirected
208737,2,208135,Undirected
208804,2,208135,Undirected
208893,2,208135,Undirected
209024,2,208135,Undirected
209054,1,208135,Undirected
209167,1,208135,Undirected
209518,1,208135,Undirected
209525,9,208135,Undirected
209601,1,208135,Undirected
210427,1,208135,Undirected
210801,1,208135,Undirected
208307,7,208136,Undirected
208329,1,208136,Undirected
208416,2,208136,Undirected
208536,1,208136,Undirected
208560,1,208136,Undirected
208576,1,208136,Undirected
208686,3,208136,Undirected
208706,1,208136,Undirected
208812,3,208136,Undirected
209045,1,208136,Undirected
209174,1,208136,Undirected
209331,2,208136,Undirected
209483,1,208136,Undirected
210277,1,208136,Undirected
210402,1,208136,Undirected
210703,1,208136,Undirected
208149,7,208137,Undirected
208154,5,208137,Undirected
208167,5,208137,Undirected
208179,1,208137,Undirected
208258,1,208137,Undirected
208304,2,208137,Undirected
208352,2,208137,Undirected
208516,2,208137,Undirected
208529,3,208137,Undirected
208588,4,208137,Undirected
208648,4,208137,Undirected
208891,2,208137,Undirected
209018,1,208137,Undirected
209095,2,208137,Undirected
209192,1,208137,Undirected
209308,1,208137,Undirected
209342,4,208137,Undirected
209393,8,208137,Undirected
209760,1,208137,Undirected
209770,1,208137,Undirected
209798,1,208137,Undirected
209808,1,208137,Undirected
429270,4,208137,Undirected
208164,3,208138,Undirected
208172,3,208138,Undirected
208173,1,208138,Undirected
208180,3,208138,Undirected
208182,1,208138,Undirected
208198,8,208138,Undirected
208215,3,208138,Undirected
208237,2,208138,Undirected
208243,5,208138,Undirected
208346,3,208138,Undirected
208398,2,208138,Undirected
208415,1,208138,Undirected
208700,2,208138,Undirected
208772,1,208138,Undirected
208956,1,208138,Undirected
209065,1,208138,Undirected
231508,1,208138,Undirected
208190,13,208139,Undirected
208215,1,208139,Undirected
208233,6,208139,Undirected
208318,2,208139,Undirected
208324,1,208139,Undirected
208389,7,208139,Undirected
208411,5,208139,Undirected
208494,1,208139,Undirected
208556,1,208139,Undirected
208585,1,208139,Undirected
208860,1,208139,Undirected
208890,1,208139,Undirected
208897,3,208139,Undirected
208971,1,208139,Undirected
208989,2,208139,Undirected
209000,2,208139,Undirected
209151,1,208139,Undirected
209613,6,208139,Undirected
209988,1,208139,Undirected
212285,1,208139,Undirected
246765,1,208139,Undirected
246784,1,208139,Undirected
208177,4,208140,Undirected
208206,4,208140,Undirected
208208,1,208140,Undirected
208234,3,208140,Undirected
208240,7,208140,Undirected
208249,7,208140,Undirected
208257,1,208140,Undirected
208396,1,208140,Undirected
208474,2,208140,Undirected
208507,1,208140,Undirected
208521,1,208140,Undirected
208538,2,208140,Undirected
208544,1,208140,Undirected
208587,1,208140,Undirected
208597,1,208140,Undirected
208642,2,208140,Undirected
208666,2,208140,Undirected
208855,1,208140,Undirected
209080,2,208140,Undirected
209147,1,208140,Undirected
209419,1,208140,Undirected
209625,1,208140,Undirected
209832,1,208140,Undirected
257800,1,208140,Undirected
429526,1,208140,Undirected
208162,2,208141,Undirected
208231,7,208141,Undirected
208573,4,208141,Undirected
208740,3,208141,Undirected
208802,4,208141,Undirected
209058,3,208141,Undirected
209240,1,208141,Undirected
210115,2,208141,Undirected
210119,1,208141,Undirected
210168,1,208141,Undirected
246782,3,208141,Undirected
246783,2,208141,Undirected
246787,3,208141,Undirected
246888,1,208141,Undirected
208223,1,208142,Undirected
208243,4,208142,Undirected
208285,53,208142,Undirected
208290,13,208142,Undirected
208303,6,208142,Undirected
208335,3,208142,Undirected
208399,5,208142,Undirected
208488,2,208142,Undirected
208500,1,208142,Undirected
208567,4,208142,Undirected
208589,15,208142,Undirected
208680,4,208142,Undirected
208701,4,208142,Undirected
208875,2,208142,Undirected
209005,11,208142,Undirected
209039,3,208142,Undirected
209296,4,208142,Undirected
209438,1,208142,Undirected
209759,1,208142,Undirected
209790,1,208142,Undirected
209921,1,208142,Undirected
209923,2,208142,Undirected
211434,1,208142,Undirected
231167,1,208142,Undirected
208826,5,208143,Undirected
209290,4,208143,Undirected
210096,26,208143,Undirected
254085,1,208143,Undirected
254087,1,208143,Undirected
305188,6,208143,Undirected
306900,2,208143,Undirected
360437,1,208143,Undirected
366048,2,208143,Undirected
366085,2,208143,Undirected
366142,2,208143,Undirected
366220,2,208143,Undirected
366293,1,208143,Undirected
366324,2,208143,Undirected
366345,1,208143,Undirected
366488,2,208143,Undirected
366752,1,208143,Undirected
366927,1,208143,Undirected
367114,1,208143,Undirected
427595,1,208143,Undirected
427620,1,208143,Undirected
427818,2,208143,Undirected
208151,18,208144,Undirected
208224,2,208144,Undirected
208287,3,208144,Undirected
208296,2,208144,Undirected
208664,2,208144,Undirected
208948,1,208144,Undirected
209201,1,208144,Undirected
209836,1,208144,Undirected
209963,1,208144,Undirected
212889,1,208144,Undirected
213179,1,208144,Undirected
249230,1,208144,Undirected
208150,17,208145,Undirected
208193,17,208145,Undirected
208354,1,208145,Undirected
208357,9,208145,Undirected
208418,7,208145,Undirected
208697,6,208145,Undirected
208851,2,208145,Undirected
208940,2,208145,Undirected
209036,2,208145,Undirected
209092,2,208145,Undirected
209211,1,208145,Undirected
209237,1,208145,Undirected
209463,4,208145,Undirected
209522,1,208145,Undirected
209543,1,208145,Undirected
209797,1,208145,Undirected
209833,1,208145,Undirected
209899,2,208145,Undirected
209954,1,208145,Undirected
209992,1,208145,Undirected
226930,1,208145,Undirected
208184,1,208146,Undirected
208205,12,208146,Undirected
208313,1,208146,Undirected
208340,5,208146,Undirected
208384,6,208146,Undirected
208477,2,208146,Undirected
208788,2,208146,Undirected
208835,1,208146,Undirected
209008,1,208146,Undirected
209628,1,208146,Undirected
209698,1,208146,Undirected
209928,1,208146,Undirected
208158,2,208147,Undirected
