name,h_index,organization_name,id,publication_num
"Feklistova, Evgenia V.",2,Perm National Research Polytechnic University,208398,7
"Greben'kov, S. K.",2,Perm National Research Polytechnic University,208399,7
"Kilina, Polina Nikolaevna",1,Perm National Research Polytechnic University,208400,6
"Pazdnikova, Natalia Pavlovna",2,Perm State National Research University,208401,6
"Shalimov, Aleksandr S.",2,Perm National Research Polytechnic University,208402,7
"Antipyev, Konstantin Anatolievich",1,Perm National Research Polytechnic University,208403,10
"Krasnykh, Olga P.",3,Perm National Research Polytechnic University,208404,5
"Masich, Grigoriy F.",3,Perm National Research Polytechnic University,208405,8
"Butymova, L. N.",3,Perm National Research Polytechnic University,208406,5
"Shiryaev, Alexey A.",2,Perm National Research Polytechnic University,208407,5
"Matyunin, O. O.",1,Perm National Research Polytechnic University,208408,5
"Yarullin, Denis Vladimirovich",1,Perm National Research Polytechnic University,208409,6
"Plaksina, I. M.",2,Perm National Research Polytechnic University,208410,6
"Balakirev, Aleksandr A.",1,Perm National Research Polytechnic University,208411,6
"Ol'shanskaya, T. V.",3,Perm National Research Polytechnic University,208412,17
"Efimov, Artyom Aleksandrovich",3,Perm National Research Polytechnic University,208413,11
"Sakaeva, Elvira Kh",1,Perm National Research Polytechnic University,208414,6
"Babushkina, Anna V.",3,Perm National Research Polytechnic University,208415,6
"Boyarshinov, Michael Gennadyevich",1,Perm National Research Polytechnic University,208416,17
"Pustovalov, Dmitry Olegovich",1,Perm National Research Polytechnic University,208417,6
"Ponomarev, Nikolay Leonidovich",1,Perm National Research Polytechnic University,208418,7
"Sorokin, Evgeniy V.",3,Perm National Research Polytechnic University,208419,6
"Starkov, Yurii Valentinovich",3,Perm National Research Polytechnic University,208420,6
"Vaysman, Ya I.",2,Perm National Research Polytechnic University,208421,7
"Pavlogradskiy, Victor V.",2,Perm National Research Polytechnic University,208422,6
"Kharitonov, Valeriy A.",2,Perm National Research Polytechnic University,208423,6
"Salnikov, Saveliy V.",1,Perm National Research Polytechnic University,208424,6
"Stolbov, O. V.",15,"RAS - Institute of Continuous Media Mechanics, Ural Branch",208425,31
"Subbotin, E. V.",1,Perm National Research Polytechnic University,208427,7
"Fetisov, K. V.",1,Perm National Research Polytechnic University,208428,6
"Krotova, Elena L.Vovna",2,Perm National Research Polytechnic University,208429,5
"Maksimova, Svetlana V.",1,Perm National Research Polytechnic University,208430,6
"Sabirov, Rustam R.",5,Perm National Research Polytechnic University,208431,15
"Molodchik, Anatolij Viktorovich",3,Perm National Research Polytechnic University,208433,8
"Chernyi, K. A.",2,Perm National Research Polytechnic University,208434,7
"Shaburov, Andrey S.",1,Perm National Research Polytechnic University,208435,6
"Chudinov, Maksim A.",2,Perm National Research Polytechnic University,208436,6
"Muratov, Ravil Arifovich",3,Perm National Research Polytechnic University,208437,8
"Sinani, Igor L.",1,Perm National Research Polytechnic University,208438,9
"Bakhirev, Ivan V.",2,Perm National Research Polytechnic University,208439,6
"Tokarev, A. A.",1,Perm National Research Polytechnic University,208440,6
"Mishurinskikh, Sergey V.",2,Perm National Research Polytechnic University,208441,6
"Sipatov, Aleksey M.",5,,208442,19
"Martirosyan, Anna S.",3,Perm National Research Polytechnic University,208443,6
"Smirnov, A. S.",3,"RAS - Perm Federal Research Center, Ural Branch",208444,6
"Shironina, Elena",2,Perm National Research Polytechnic University,208445,5
"Kazantsev, A. V.",1,Perm National Research Polytechnic University,208446,5
"Khairulin, Aleksandr R.",2,Perm National Research Polytechnic University,208447,5
"Nosov, Konstantin G.",1,Perm National Research Polytechnic University,208448,5
"Rozhkova, Yulia A.",5,Perm National Research Polytechnic University,208449,7
"Zolotozubov, D. G.",2,Perm National Research Polytechnic University,208450,6
"Seliverstov, A. A.",0,Perm National Research Polytechnic University,208451,5
"Makarova, Ekaterina N.",2,,208452,6
"Sharov, K. V.",0,Perm National Research Polytechnic University,208453,5
"Soboleva, Olga Vladimirovna",1,Perm National Research Polytechnic University,208454,5
"Borisov, D. A.",2,Perm National Research Polytechnic University,208455,5
"Fefilova, I. V.",2,Perm National Research Polytechnic University,208456,5
"Kazakov, Alexey V.",3,Perm National Research Polytechnic University,208457,7
"Tsybina, Anna V.",1,Perm National Research Polytechnic University,208458,5
"Shchapov, Vladislav A.",3,"RAS - Institute of Continuous Media Mechanics, Ural Branch",208459,12
"Somov, Oleg V.",2,Perm National Research Polytechnic University,208460,7
"Mikhailova, Natalia V.",2,Perm National Research Polytechnic University,208461,7
"Derevyankina, Polina O.",0,Perm National Research Polytechnic University,208462,5
"Nikulin, Vyacheslav Sergeevich",1,Perm National Research Polytechnic University,208463,6
"Oskolkov, Alexander A.",2,Perm National Research Polytechnic University,208464,5
"Kushnina, Lyudmila Veniaminovna",1,Perm National Research Polytechnic University,208465,5
"Sudakov, Anatolii I.",3,Perm National Research Polytechnic University,208466,7
"Shmakov, A. F.",2,Perm National Research Polytechnic University,208467,5
"Dolganov, V. L.",0,Perm National Research Polytechnic University,208468,6
"Latkin, K. P.",2,"RAS - Perm Federal Research Center, Ural Branch",208469,5
"Gurov, Alexander A.",2,Perm National Research Polytechnic University,208470,5
"Scherbakova, Victoria A.",3,Perm National Research Polytechnic University,208471,12
"Vodiannikov, Mikhail A.",1,Perm National Research Polytechnic University,208472,5
"Alikina, Elena Vadimovna",1,Perm National Research Polytechnic University,208473,5
"Kulikova, Y. V.",1,Perm National Research Polytechnic University,208474,5
"Postnikov, Vladimir Pavlovich",1,Perm National Research Polytechnic University,208475,5
"Rusinov, D. Iu",2,Perm National Research Polytechnic University,208476,5
"Belik, Ekaterina S.",0,Perm National Research Polytechnic University,208477,5
"Slivnitsin, Pavel A.",2,Perm National Research Polytechnic University,208478,5
"Lagunov, Dmytro M.",2,Perm National Research Polytechnic University,208479,6
"Oniskiv, Vladimir D.",1,Perm National Research Polytechnic University,208480,7
"Fukalov, Anton Alexandrovich",2,Perm National Research Polytechnic University,208481,5
"Mukhina, Eugeniia Rinatovna",1,Perm National Research Polytechnic University,208482,5
"Ostanina, Tatyana V.",2,Perm National Research Polytechnic University,208483,5
"Pan’Kov, Andrey A.",0,Perm National Research Polytechnic University,208484,5
"Stepanova, Maria V.",3,Perm State Medical University,208485,6
"Kukharchuk, Irina B.",2,Perm National Research Polytechnic University,208486,7
"Morozov, Ivan A.",2,Perm National Research Polytechnic University,208487,6
"Bulatov, M. I.",2,Perm National Research Polytechnic University,208488,6
"Shenkman, Roman I.",2,Peter the Great St. Petersburg Polytechnic University,208489,5
"Bogomolov, A. N.",2,Perm National Research Polytechnic University,208490,17
"Ashihmin, S. G.",2,Perm National Research Polytechnic University,208491,8
"Romanov, Kirill A.",1,Perm National Research Polytechnic University,208492,4
"Volkova, L. V.",1,Perm National Research Polytechnic University,208493,5
"Bayandin, Yuriy Vitalievich",8,"RAS - Institute of Continuous Media Mechanics, Ural Branch",208494,62
"Antipov, V. V.",2,Perm National Research Polytechnic University,208495,5
"Petrov, Vasily Yu",2,Perm National Research Polytechnic University,208496,6
"Dudin, Dmitry",1,"RAS - Institute of Continuous Media Mechanics, Ural Branch",208497,5
"Posyagin, Anton I.",1,Perm National Research Polytechnic University,208498,7
"Poylov, Vladimir Z.",1,Perm National Research Polytechnic University,208499,5
"Geykhman, Lyubov Kimovna",1,Perm National Research Polytechnic University,208500,5
"Tyuryukhanov, Kirill Yu",1,Perm National Research Polytechnic University,208501,4
"Ashikhmin, Vladislav A.",0,Perm National Research Polytechnic University,208502,5
"Kurbatova, Lyudmila Nikolaevna",1,Perm National Research Polytechnic University,208503,6
"Gashkov, Aleksandr",2,Perm National Research Polytechnic University,208504,6
"Cherenkova, Evgeniya S.",3,Perm National Research Polytechnic University,208505,5
"Zlobin, A. A.",1,Perm National Research Polytechnic University,208506,7
"Shirinkina, Ekaterina S.",1,Perm National Research Polytechnic University,208507,5
"Krotov, Lev Nikolaevich",4,Perm National Research Polytechnic University,208508,28
"Shilova, Yuliya A.",3,,208509,6
"Zverev, V. Yu",1,Perm National Research Polytechnic University,208511,6
"Mekhonoshina, E. V.",3,Perm National Research Polytechnic University,208512,5
"Kichenko, Alexander A.",2,Perm National Research Polytechnic University,208513,5
"Kulikov, Roman G.",1,Perm National Research Polytechnic University,208514,5
"Deputatova, Ludmila Nikolaevna",3,Perm National Research Polytechnic University,208515,6
"Dushina, Alyona Yu",2,Perm National Research Polytechnic University,208516,5
"Bogomyagkov, A. V.",0,Perm National Research Polytechnic University,208517,5
"Gordeeva, Varvara Yu",3,Perm National Research Polytechnic University,208518,7
"Shokov, V. O.",1,Perm National Research Polytechnic University,208519,5
"Maltsev, Dmitry V.",2,Perm National Research Polytechnic University,208520,5
"Vaisman, Iakov",4,Perm National Research Polytechnic University,208521,5
"Permyakov, M. S.",1,Perm National Research Polytechnic University,208522,4
"Kurmoiartseva, Kseniia A.",1,Perm National Research Polytechnic University,208523,5
"Cherepanov, Ivan E.",1,Perm National Research Polytechnic University,208524,5
"Betinskaya, O. A.",1,Perm National Research Polytechnic University,208525,5
"Wildemann, Valeriy E.",0,Perm National Research Polytechnic University,208526,6
"Lyal’kina, G. B.",3,Perm National Research Polytechnic University,208527,7
"Vylezhnev, V. P.",3,Perm National Research Polytechnic University,208528,15
"Nikulin, R. G.",0,Perm National Research Polytechnic University,208529,5
"Stegnii, Vasilij",1,Perm National Research Polytechnic University,208530,1
"Semina, A. E.",1,Perm National Research Polytechnic University,208532,5
"Glushkov, Ilya",0,Perm National Research Polytechnic University,208533,5
"Kazantsev, Aleksandr L.",1,Perm National Research Polytechnic University,208534,4
"Kuznetsova, T. V.",1,Perm National Research Polytechnic University,208535,4
"Danilov, Aleksandr N.",2,Perm National Research Polytechnic University,208536,4
"Shirkunov, Anton Sergeevich",2,Perm National Research Polytechnic University,208537,6
"Filkin, Timofey G.",2,Perm National Research Polytechnic University,208538,4
"Sokolov, Alexandr S.",1,Perm National Research Polytechnic University,208539,4
"Volodin, V. D.",2,Perm National Research Polytechnic University,208540,4
"Toksarov, Valeriy N.",4,"RAS - Mining Institute, Ural Branch",208541,16
"Starostin, Andrey G.",1,Perm National Research Polytechnic University,208542,4
"Bublik, Natalia",1,Perm National Research Polytechnic University,208543,4
"Mozzhegorova, Yu V.",1,Perm National Research Polytechnic University,208544,4
"Khabibrakhmanova, Farida R.",1,Perm National Research Polytechnic University,208545,4
"Semenov, Aleksandr S.",1,Perm National Research Polytechnic University,208546,4
"Gaynutdinova, Dinara F.",3,Perm National Research Polytechnic University,208547,4
"Polyakov, Anatoliy N.",2,Perm National Research Polytechnic University,208548,4
"Iakubchik, Anna",1,Perm National Research Polytechnic University,208549,4
"Mokhov, Victor P.",1,Perm National Research Polytechnic University,208550,3
"Bakaneev, Vitaliy S.",1,Perm National Research Polytechnic University,208551,5
"Keller, I. É.",1,"RAS - Institute of Continuous Media Mechanics, Ural Branch",208552,17
"Siner, Aleksandr A.",2,,208553,8
"Bakunov, Roman R.",2,Perm National Research Polytechnic University,208554,6
"Vishnevskaya, N. L.",1,Perm National Research Polytechnic University,208555,3
"Bolotov, Boris P.",2,Perm National Research Polytechnic University,208556,4
"Tsylev, P. N.",1,Perm National Research Polytechnic University,208557,6
"Popov, Fedor S.",1,Perm National Research Polytechnic University,208558,4
"Snigireva, M. V.",1,Perm National Research Polytechnic University,208559,4
"Zaitseva, N. V.",9,,208560,242
"Shevyakov, Ya Sergeevich",1,Perm National Research Polytechnic University,208561,5
"Leontev, Stepan V.",1,Perm National Research Polytechnic University,208562,5
"Kon, Efim L.",2,Perm National Research Polytechnic University,208563,4
"Okonskaya, Nataliya Kamilyevna",1,Perm National Research Polytechnic University,208565,4
"Gureeva, Elena G.",0,Perm National Research Polytechnic University,208566,4
"Berezin, S. K.",1,Perm National Research Polytechnic University,208567,4
"Dudar, O. I.",1,Perm National Research Polytechnic University,208568,4
"Tchugaynova, A. V.",2,Perm National Research Polytechnic University,208570,4
"Nikitin, S. P.",1,Perm National Research Polytechnic University,208571,5
"Antineskul, Anton V.",1,Perm National Research Polytechnic University,208572,4
"Utochkin, Vladimir Yu",1,Perm National Research Polytechnic University,208573,4
"Nosov, Yu O.",1,Perm National Research Polytechnic University,208574,4
"Tretiakova, Olga V.",2,Perm National Research Polytechnic University,208575,4
"Sotin, Aleksandr V.",2,Perm National Research Polytechnic University,208576,6
"Krutova, Aleksandra V.",1,Perm National Research Polytechnic University,208577,4
"Kotelnikova, Natalya V.",1,Perm National Research Polytechnic University,208578,4
"Shiryaev, Vladislav Vitalyevich",1,Perm National Research Polytechnic University,208579,4
"Kulikova, Tatiana G.",1,Perm National Research Polytechnic University,208580,4
"Konin, Yuri A.",3,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",208581,15
"Barinova, Irina Aleksandrovna",1,Perm National Research Polytechnic University,208582,4
"Boteva, Anastasiia A.",3,Perm National Research Polytechnic University,208583,9
"Balakhnin, A. N.",2,"RAS - Institute of Continuous Media Mechanics, Ural Branch",208584,6
"Naǐmark, Oleg Borisovich",17,"RAS - Institute of Continuous Media Mechanics, Ural Branch",208585,255
"Surkova, Yu I.",1,Perm National Research Polytechnic University,208586,4
"Ilyinykh, Gleb V.",1,Perm National Research Polytechnic University,208587,4
"Myshkina, A. V.",2,Perm National Research Polytechnic University,208588,4
"Kleiner, L. M.",5,Perm National Research Polytechnic University,208589,34
"Dvoretskas, R. V.",2,Perm National Research Polytechnic University,208590,4
